"date","收盘","开盘","高","低","交易量","涨跌幅"
"2010-3-31","4,822.08","4,796.98","4,822.08","4,785.14","26.45K","0.45%"
"2010-3-30","4,800.45","4,768.34","4,804.22","4,757.41","23.15K","0.63%"
"2010-3-29","4,770.54","4,754.34","4,776.45","4,730.68","23.79K","0.59%"
"2010-3-26","4,742.47","4,671.04","4,745.96","4,667.10","22.04K","1.36%"
"2010-3-25","4,678.81","4,738.48","4,738.48","4,673.92","25.58K","-1.52%"
"2010-3-24","4,750.99","4,740.85","4,764.17","4,734.84","26.04K","0.25%"
"2010-3-23","4,739.37","4,764.46","4,772.88","4,722.23","25.73K","-0.58%"
"2010-3-22","4,766.94","4,727.62","4,767.16","4,717.60","26.61K","0.91%"
"2010-3-19","4,723.85","4,685.39","4,726.74","4,675.29","24.60K","0.80%"
"2010-3-18","4,686.25","4,680.97","4,702.18","4,661.86","23.40K","0.25%"
"2010-3-17","4,674.64","4,566.41","4,674.64","4,562.89","23.56K","2.62%"
"2010-3-16","4,555.31","4,494.44","4,555.31","4,487.26","16.04K","1.27%"
"2010-3-15","4,498.09","4,523.61","4,530.22","4,468.32","15.32K","-0.75%"
"2010-3-12","4,532.08","4,603.95","4,613.17","4,526.87","18.60K","-1.59%"
"2010-3-11","4,605.25","4,624.90","4,643.78","4,560.09","20.24K","-0.53%"
"2010-3-10","4,630.01","4,675.99","4,696.87","4,593.55","23.17K","-1.12%"
"2010-3-9","4,682.25","4,671.06","4,697.40","4,625.14","24.15K","0.12%"
"2010-3-8","4,676.44","4,625.93","4,685.49","4,624.21","21.01K","1.28%"
"2010-3-5","4,617.36","4,613.45","4,650.44","4,563.10","23.54K","-0.01%"
"2010-3-4","4,617.85","4,788.59","4,812.36","4,599.47","36.86K","-3.56%"
"2010-3-3","4,788.50","4,716.52","4,790.08","4,710.67","34.52K","1.35%"
"2010-3-2","4,724.64","4,721.26","4,736.49","4,684.11","34.66K","0.06%"
"2010-3-1","4,721.89","4,656.98","4,727.43","4,656.98","35.25K","1.47%"
"2010-2-26","4,653.34","4,632.31","4,676.42","4,616.13","32.81K","0.18%"
"2010-2-25","4,645.06","4,566.04","4,645.83","4,563.95","34.75K","1.87%"
"2010-2-24","4,559.66","4,443.03","4,559.66","4,425.66","29.17K","2.14%"
"2010-2-23","4,464.23","4,389.42","4,464.23","2,152.81","24.39K","1.63%"
"2010-2-22","4,392.69","4,362.93","4,422.33","4,355.04","18.76K","0.60%"
"2010-2-12","4,366.28","4,311.89","4,368.53","4,311.89","13.76K","1.37%"
"2010-2-11","4,307.13","4,329.63","4,337.32","4,304.24","13.42K","-0.54%"
"2010-2-10","4,330.42","4,294.82","4,330.42","4,282.90","13.70K","1.24%"
"2010-2-9","4,277.33","4,264.27","4,299.84","4,245.52","15.47K","-0.03%"
"2010-2-8","4,278.58","4,272.28","4,300.57","4,253.32","18.38K","-0.07%"
"2010-2-5","4,281.78","4,272.23","4,341.20","4,243.41","28.44K","-1.89%"
"2010-2-4","4,364.23","4,283.90","4,394.57","4,262.71","25.76K","1.38%"
"2010-2-3","4,304.84","4,227.26","4,304.84","4,097.35","22.93K","1.88%"
"2010-2-2","4,225.47","4,248.43","4,304.08","4,222.17","18.78K","-0.34%"
"2010-2-1","4,239.98","4,284.35","4,287.38","4,182.13","18.66K","-1.17%"
"2010-1-29","4,290.32","4,227.87","4,328.53","4,212.45","18.84K","1.00%"
"2010-1-28","4,248.04","4,188.83","4,252.35","4,171.81","14.63K","1.27%"
"2010-1-27","4,194.63","4,219.65","4,270.90","4,171.26","15.75K","-0.76%"
"2010-1-26","4,226.94","4,406.44","4,429.23","4,186.37","19.97K","-4.09%"
"2010-1-25","4,407.04","4,439.89","4,478.30","4,404.22","17.49K","-1.44%"
"2010-1-22","4,471.28","4,553.78","4,560.12","4,390.85","27.10K","-2.93%"
"2010-1-21","4,606.43","4,586.20","4,632.24","4,545.29","26.61K","0.43%"
"2010-1-20","4,586.75","4,742.51","4,744.69","4,572.72","38.66K","-3.24%"
"2010-1-19","4,740.45","4,736.71","4,758.18","4,695.72","31.49K","0.14%"
"2010-1-18","4,734.05","4,653.55","4,734.05","4,644.25","30.99K","1.63%"
"2010-1-15","4,658.09","4,617.90","4,658.09","4,617.86","31.79K","1.06%"
"2010-1-14","4,609.30","4,494.06","4,609.30","4,494.06","32.79K","2.76%"
"2010-1-13","4,485.32","4,447.51","4,545.42","4,430.01","29.81K","-1.24%"
"2010-1-12","4,541.60","4,440.99","4,541.60","4,435.91","30.22K","2.06%"
"2010-1-11","4,449.94","4,445.60","4,450.02","4,398.06","26.68K","0.73%"
"2010-1-8","4,417.77","4,335.78","4,417.79","4,323.46","22.35K","1.30%"
"2010-1-7","4,361.16","4,440.11","4,454.61","2,185.93","28.26K","-2.06%"
"2010-1-6","4,452.87","4,459.85","4,499.51","4,445.50","28.62K","-0.21%"
"2010-1-5","4,462.23","4,411.28","4,462.23","4,378.10","26.47K","1.26%"
"2010-1-4","4,406.77","4,413.75","4,436.06","4,393.49","23.53K","0.35%"
"2009-12-31","4,391.28","4,337.55","4,392.86","4,334.14","19.57K","1.26%"
"2009-12-30","4,336.60","4,346.40","4,360.52","4,298.53","19.01K","-0.33%"
"2009-12-29","4,351.14","4,330.13","4,351.14","4,280.41","18.63K","0.57%"
"2009-12-28","4,326.27","4,262.37","4,326.27","4,262.37","17.37K","1.66%"
"2009-12-25","4,255.65","4,227.10","4,280.91","4,208.57","16.58K","0.61%"
"2009-12-24","4,229.80","4,100.93","4,236.27","4,096.40","18.27K","3.21%"
"2009-12-23","4,098.22","4,016.97","4,098.22","4,016.97","13.00K","1.84%"
"2009-12-22","4,024.34","4,148.00","4,153.60","4,014.47","14.42K","-2.96%"
"2009-12-21","4,146.90","4,083.96","4,146.90","4,070.36","11.91K","1.35%"
"2009-12-18","4,091.68","4,215.86","4,215.86","4,080.39","17.30K","-3.92%"
"2009-12-17","4,258.45","4,390.56","4,403.99","4,256.65","19.12K","-3.03%"
"2009-12-16","4,391.34","4,398.48","4,427.71","4,374.11","19.13K","-0.48%"
"2009-12-15","4,412.45","4,384.90","4,426.48","4,372.32","19.97K","0.64%"
"2009-12-14","4,384.54","4,407.44","4,408.21","4,296.17","18.96K","-0.54%"
"2009-12-11","4,408.39","4,418.00","4,438.92","4,390.28","18.73K","-0.07%"
"2009-12-10","4,411.69","4,400.14","4,434.56","4,362.71","18.44K","0.57%"
"2009-12-9","4,386.53","4,407.20","4,449.06","4,363.74","23.07K","-1.44%"
"2009-12-8","4,450.83","4,457.13","4,471.71","4,402.31","25.68K","-0.19%"
"2009-12-7","4,459.08","4,375.16","4,459.08","4,375.16","23.66K","1.90%"
"2009-12-4","4,375.98","4,503.67","4,533.17","4,279.57","37.74K","-3.10%"
"2009-12-3","4,515.84","4,462.58","4,518.18","2,217.17","36.37K","0.91%"
"2009-12-2","4,474.93","4,410.74","4,484.05","4,404.46","38.89K","1.82%"
"2009-12-1","4,394.99","4,268.19","4,394.99","4,248.89","34.02K","3.07%"
"2009-11-30","4,264.05","4,103.54","4,264.05","4,103.54","27.48K","4.66%"
"2009-11-27","4,074.01","4,122.38","4,208.36","4,043.49","30.12K","-2.58%"
"2009-11-26","4,182.09","4,365.81","4,386.48","4,162.29","43.09K","-4.08%"
"2009-11-25","4,360.02","4,174.86","4,360.02","4,161.02","35.12K","3.97%"
"2009-11-24","4,193.56","4,457.77","4,461.63","4,170.55","46.98K","-5.67%"
"2009-11-23","4,445.73","4,365.47","4,445.73","4,365.47","37.44K","2.00%"
"2009-11-20","4,358.75","4,322.46","4,392.56","4,301.62","37.52K","0.64%"
"2009-11-19","4,331.01","4,255.64","4,331.01","4,250.79","37.86K","1.83%"
"2009-11-18","4,253.37","4,222.53","4,253.37","4,198.60","34.07K","0.64%"
"2009-11-17","4,226.50","4,209.03","4,239.84","4,176.31","34.60K","0.69%"
"2009-11-16","4,197.54","4,129.49","4,197.54","4,129.49","37.10K","2.25%"
"2009-11-13","4,104.99","4,041.44","4,104.99","4,008.08","29.02K","1.19%"
"2009-11-12","4,056.64","4,051.55","4,096.22","4,041.47","28.74K","0.26%"
"2009-11-11","4,046.11","4,011.71","4,051.62","3,996.56","27.96K","0.70%"
"2009-11-10","4,017.98","4,019.88","4,044.30","4,004.88","30.25K","0.28%"
"2009-11-9","4,006.82","3,973.39","4,006.82","3,949.79","31.29K","0.94%"
"2009-11-6","3,969.64","3,966.78","4,002.13","3,958.11","36.24K","0.47%"
"2009-11-5","3,951.00","3,909.73","3,959.07","3,897.07","32.07K","1.02%"
"2009-11-4","3,911.09","3,875.36","3,912.64","3,863.79","33.25K","1.07%"
"2009-11-3","3,869.77","3,792.56","3,870.44","3,791.28","34.10K","2.26%"
"2009-11-2","3,784.19","3,579.57","3,784.19","3,574.26","27.88K","3.22%"
"2009-10-30","3,665.99","3,665.74","3,701.99","3,639.96","22.57K","1.14%"
"2009-10-29","3,624.55","3,640.74","3,667.60","3,613.11","21.75K","-1.92%"
"2009-10-28","3,695.39","3,640.67","3,695.39","3,611.88","21.06K","1.03%"
"2009-10-27","3,657.89","3,738.04","3,738.04","3,657.49","27.43K","-2.75%"
"2009-10-26","3,761.26","3,760.59","3,768.97","3,719.19","25.88K","0.26%"
"2009-10-23","3,751.55","3,709.34","3,769.76","3,709.34","28.02K","1.22%"
"2009-10-22","3,706.28","3,669.93","3,728.56","3,661.99","23.47K","0.54%"
"2009-10-21","3,686.21","3,709.68","3,728.91","3,686.21","27.04K","-0.80%"
"2009-10-20","3,715.83","3,675.12","3,715.83","3,658.75","26.47K","1.48%"
"2009-10-19","3,661.71","3,577.87","3,661.71","3,571.84","22.25K","2.32%"
"2009-10-16","3,578.56","3,564.62","3,578.56","3,514.53","18.11K","0.53%"
"2009-10-15","3,559.61","3,558.83","3,576.66","3,527.25","17.67K","0.46%"
"2009-10-14","3,543.41","3,513.73","3,569.94","3,511.22","20.47K","1.19%"
"2009-10-13","3,501.87","3,430.10","3,501.87","3,424.43","14.16K","1.82%"
"2009-10-12","3,439.28","3,428.11","3,468.01","3,402.02","14.85K","0.59%"
"2009-10-9","3,419.11","3,301.83","3,419.11","3,301.83","13.68K","5.19%"
"2009-9-30","3,250.40","3,238.06","3,292.43","3,238.06","10.85K","0.93%"
"2009-9-29","3,220.38","3,300.05","3,318.75","3,161.48","12.91K","-2.66%"
"2009-9-28","3,308.50","3,425.47","3,459.10","3,291.93","14.14K","-3.14%"
"2009-9-25","3,415.83","3,438.03","3,461.02","3,401.64","14.20K","-1.07%"
"2009-9-24","3,452.76","3,460.71","3,501.26","3,362.91","17.80K","-0.85%"
"2009-9-23","3,482.47","3,573.68","3,609.83","3,460.30","20.63K","-2.97%"
"2009-9-22","3,589.19","3,668.10","3,703.28","3,589.19","23.24K","-2.38%"
"2009-9-21","3,676.52","3,593.12","3,679.38","3,524.48","25.62K","1.37%"
"2009-9-18","3,626.91","3,748.14","3,769.12","3,593.66","36.43K","-3.04%"
"2009-9-17","3,740.76","3,654.05","3,750.21","3,654.05","34.90K","2.59%"
"2009-9-16","3,646.41","3,612.68","3,671.17","3,568.70","29.99K","0.74%"
"2009-9-15","3,619.60","3,580.88","3,634.62","3,561.70","28.75K","1.11%"
"2009-9-14","3,579.92","3,505.09","3,588.08","3,504.67","27.96K","2.51%"
"2009-9-11","3,492.15","3,416.81","3,502.15","3,415.89","21.78K","1.83%"
"2009-9-10","3,429.54","3,452.47","3,467.81","3,406.44","19.64K","-1.07%"
"2009-9-9","3,466.62","3,456.20","3,470.80","3,412.53","22.93K","0.32%"
"2009-9-8","3,455.47","3,390.03","3,455.47","3,354.85","23.96K","1.48%"
"2009-9-7","3,405.00","3,369.50","3,435.11","3,366.74","24.90K","1.48%"
"2009-9-4","3,355.19","3,286.12","3,372.31","3,271.47","21.97K","1.86%"
"2009-9-3","3,293.91","3,150.83","3,304.09","3,148.98","19.64K","4.54%"
"2009-9-2","3,151.00","3,119.67","3,163.17","3,085.36","13.15K","0.40%"
"2009-9-1","3,138.41","3,129.70","3,200.42","3,096.54","15.45K","-0.78%"
"2009-8-31","3,163.17","3,350.02","3,350.02","3,160.12","19.32K","-6.92%"
"2009-8-28","3,398.37","3,487.76","3,491.13","3,381.39","21.88K","-2.92%"
"2009-8-27","3,500.65","3,449.51","3,527.26","3,428.63","28.95K","1.13%"
"2009-8-26","3,461.41","3,337.56","3,490.91","3,316.17","26.18K","3.14%"
"2009-8-25","3,355.87","3,377.81","3,377.81","3,256.55","25.58K","-1.16%"
"2009-8-24","3,395.40","3,316.24","3,408.75","3,299.14","23.31K","2.52%"
"2009-8-21","3,312.08","3,200.60","3,312.08","3,177.55","22.18K","3.28%"
"2009-8-20","3,206.88","3,077.99","3,208.57","3,077.63","17.05K","3.91%"
"2009-8-19","3,086.18","3,249.88","3,267.01","3,060.47","17.68K","-5.10%"
"2009-8-18","3,252.12","3,162.93","3,261.74","3,140.34","15.08K","1.72%"
"2009-8-17","3,197.23","3,389.62","3,395.88","3,196.08","19.46K","-6.89%"
"2009-8-14","3,434.00","3,612.38","3,620.68","3,434.00","19.44K","-5.06%"
"2009-8-13","3,616.84","3,608.82","3,633.92","3,540.76","16.72K","0.16%"
"2009-8-12","3,610.93","3,787.97","3,787.97","3,602.42","21.19K","-4.99%"
"2009-8-11","3,800.70","3,784.71","3,803.04","3,748.73","17.95K","0.69%"
"2009-8-10","3,774.80","3,777.36","3,807.19","3,708.37","21.70K","0.86%"
"2009-8-7","3,742.53","3,844.77","3,869.91","3,727.67","27.16K","-2.77%"
"2009-8-6","3,849.22","3,876.75","3,914.77","3,785.33","30.24K","-1.33%"
"2009-8-5","3,901.16","3,874.90","3,920.69","3,825.16","35.43K","0.64%"
"2009-8-4","3,876.24","3,840.23","3,876.24","3,776.57","35.39K","0.98%"
"2009-8-3","3,838.62","3,783.49","3,838.62","3,761.73","32.65K","1.79%"
"2009-7-31","3,771.17","3,678.64","3,773.39","3,670.60","28.83K","3.02%"
"2009-7-30","3,660.61","3,629.47","3,682.57","3,535.76","27.47K","1.18%"
"2009-7-29","3,618.03","3,853.99","3,859.08","3,534.54","36.57K","-6.41%"
"2009-7-28","3,865.93","3,820.96","3,865.93","3,789.00","34.93K","1.31%"
"2009-7-27","3,816.04","3,751.59","3,816.15","3,751.59","30.90K","1.99%"
"2009-7-24","3,741.69","3,784.50","3,791.66","3,674.06","32.15K","-0.80%"
"2009-7-23","3,771.71","3,730.72","3,771.71","3,723.01","29.69K","1.24%"
"2009-7-22","3,725.45","3,666.34","3,725.46","3,666.34","28.55K","1.48%"
"2009-7-21","3,671.16","3,773.29","3,773.29","3,663.04","35.56K","-2.58%"
"2009-7-20","3,768.36","3,713.33","3,768.36","3,713.33","33.52K","1.76%"
"2009-7-17","3,703.26","3,672.52","3,712.84","3,662.72","30.76K","0.57%"
"2009-7-16","3,682.37","3,702.90","3,719.34","3,671.41","34.51K","-0.34%"
"2009-7-15","3,694.75","3,671.57","3,697.93","3,663.26","35.83K","0.99%"
"2009-7-14","3,658.50","3,608.92","3,658.50","3,608.92","30.68K","1.68%"
"2009-7-13","3,598.01","3,556.61","3,617.49","3,551.88","30.67K","0.87%"
"2009-7-10","3,566.93","3,553.46","3,585.61","3,547.12","31.38K","0.42%"
"2009-7-9","3,551.98","3,479.08","3,551.98","3,479.08","31.85K","2.09%"
"2009-7-8","3,479.21","3,419.26","3,481.93","3,412.12","25.23K","1.34%"
"2009-7-7","3,433.16","3,414.55","3,450.61","3,399.04","27.34K","0.47%"
"2009-7-6","3,417.16","3,426.37","3,428.93","3,389.66","27.72K","-0.19%"
"2009-7-3","3,423.76","3,378.73","3,424.08","3,366.88","30.46K","1.00%"
"2009-7-2","3,389.91","3,367.13","3,389.91","3,358.72","26.33K","0.97%"
"2009-7-1","3,357.22","3,324.32","3,357.63","3,321.79","23.85K","0.66%"
"2009-6-30","3,335.10","3,365.22","3,365.41","3,322.86","23.16K","-0.89%"
"2009-6-29","3,364.94","3,360.36","3,380.68","3,353.03","24.77K","0.25%"
"2009-6-26","3,356.42","3,343.39","3,357.23","3,330.05","22.29K","0.50%"
"2009-6-25","3,339.82","3,335.43","3,348.75","3,321.29","22.30K","0.18%"
"2009-6-24","3,333.87","3,296.79","3,333.87","3,290.78","21.14K","1.15%"
"2009-6-23","3,295.94","3,259.32","3,318.02","3,249.17","21.31K","-0.04%"
"2009-6-22","3,297.35","3,332.51","3,335.19","3,285.79","24.76K","-0.68%"
"2009-6-19","3,319.76","3,315.20","3,330.32","3,295.59","28.34K","0.25%"
"2009-6-18","3,311.36","3,297.13","3,311.46","3,286.89","25.11K","0.53%"
"2009-6-17","3,293.83","3,245.30","3,297.42","3,237.12","22.15K","1.34%"
"2009-6-16","3,250.12","3,228.95","3,256.39","3,219.68","20.49K","-0.26%"
"2009-6-15","3,258.58","3,214.73","3,258.58","3,200.12","20.26K","1.27%"
"2009-6-12","3,217.71","3,278.44","3,286.27","3,197.27","27.26K","-1.97%"
"2009-6-11","3,282.26","3,297.32","3,316.84","3,263.03","25.24K","-0.61%"
"2009-6-10","3,302.47","3,271.41","3,302.47","3,265.77","26.36K","1.12%"
"2009-6-9","3,266.02","3,243.71","3,266.02","3,188.76","24.55K","0.67%"
"2009-6-8","3,244.39","3,245.52","3,267.71","3,219.12","23.97K","0.03%"
"2009-6-5","3,243.50","3,258.76","3,277.16","3,239.94","25.59K","-0.39%"
"2009-6-4","3,256.33","3,257.22","3,265.77","3,204.82","27.22K","-0.31%"
"2009-6-3","3,266.59","3,240.05","3,266.59","3,239.01","27.00K","0.75%"
"2009-6-2","3,242.41","3,238.17","3,252.86","3,223.84","27.41K","0.51%"
"2009-6-1","3,226.04","3,198.59","3,228.13","3,194.84","23.49K","1.46%"
"2009-5-27","3,179.67","3,188.26","3,200.64","3,148.79","20.34K","0.00%"
"2009-5-26","3,179.55","3,164.93","3,219.85","3,164.93","25.57K","0.46%"
"2009-5-25","3,165.13","3,081.76","3,171.88","3,051.87","22.90K","0.03%"
"2009-5-22","3,164.27","3,159.48","3,195.18","3,146.04","21.14K","-0.19%"
"2009-5-21","3,170.25","3,210.37","3,226.23","3,151.45","27.41K","-1.77%"
"2009-5-20","3,227.42","3,241.11","3,266.33","3,221.47","29.33K","-0.49%"
"2009-5-19","3,243.41","3,229.79","3,247.47","3,217.32","30.08K","0.95%"
"2009-5-18","3,212.93","3,175.59","3,215.19","3,134.15","25.90K","0.93%"
"2009-5-15","3,183.18","3,170.07","3,194.20","3,157.52","27.13K","0.70%"
"2009-5-14","3,160.98","3,118.64","3,166.86","3,105.15","27.14K","0.75%"
"2009-5-13","3,137.42","3,112.53","3,146.93","3,095.23","26.46K","0.92%"
"2009-5-12","3,108.81","3,005.82","3,108.81","3,000.69","22.34K","2.49%"
"2009-5-11","3,033.39","3,170.97","3,173.62","3,033.39","32.96K","-4.03%"
"2009-5-8","3,160.74","3,138.12","3,175.41","3,108.63","33.76K","0.19%"
"2009-5-7","3,154.78","3,190.75","3,196.73","3,090.64","37.14K","-0.66%"
"2009-5-6","3,175.64","3,113.66","3,175.64","3,102.38","33.66K","1.87%"
"2009-5-5","3,117.40","3,093.53","3,128.56","3,075.90","32.15K","1.55%"
"2009-5-4","3,069.85","2,979.81","3,069.85","2,979.81","28.66K","3.30%"
"2009-4-30","2,971.90","2,943.51","2,980.95","2,933.40","27.36K","1.31%"
"2009-4-29","2,933.56","2,870.53","2,939.43","2,861.93","26.67K","2.20%"
"2009-4-28","2,870.51","2,812.15","2,870.51","2,811.64","20.13K","1.14%"
"2009-4-27","2,838.17","2,948.43","2,955.16","2,829.24","22.26K","-3.99%"
"2009-4-24","2,956.25","2,990.47","3,002.09","2,954.18","24.12K","-0.80%"
"2009-4-23","2,980.15","2,929.24","2,999.27","2,899.90","25.22K","0.70%"
"2009-4-22","2,959.56","3,122.59","3,141.93","2,936.99","37.36K","-5.07%"
"2009-4-21","3,117.70","3,094.51","3,134.62","3,062.09","34.56K","-0.16%"
"2009-4-20","3,122.54","3,032.36","3,122.54","3,032.36","33.12K","2.63%"
"2009-4-17","3,042.66","3,080.73","3,089.34","3,002.19","34.16K","-1.52%"
"2009-4-16","3,089.67","3,079.32","3,108.38","3,026.23","38.27K","0.60%"
"2009-4-15","3,071.29","3,015.77","3,071.31","2,990.13","35.47K","1.35%"
"2009-4-14","3,030.31","2,980.06","3,034.32","2,962.73","33.83K","1.69%"
"2009-4-13","2,979.83","2,960.73","2,985.34","2,950.62","33.84K","1.15%"
"2009-4-10","2,945.91","2,872.57","2,946.32","2,863.82","32.21K","2.98%"
"2009-4-9","2,860.71","2,790.23","2,860.71","2,782.93","24.31K","2.19%"
"2009-4-8","2,799.43","2,884.40","2,896.32","2,799.43","28.86K","-3.26%"
"2009-4-7","2,893.86","2,850.97","2,893.86","2,850.97","25.02K","1.60%"
"2009-4-3","2,848.32","2,875.42","2,888.39","2,810.90","33.45K","-0.45%"
"2009-4-2","2,861.15","2,864.72","2,889.34","2,842.91","34.61K","0.19%"
"2009-4-1","2,855.85","2,822.11","2,866.80","2,822.11","34.71K","1.48%"
"2009-3-31","2,814.17","2,728.74","2,814.25","2,708.28","27.37K","1.03%"
"2009-3-30","2,785.36","2,774.70","2,806.15","2,763.79","28.46K","0.43%"
"2009-3-27","2,773.33","2,758.91","2,790.01","2,742.80","32.86K","0.94%"
"2009-3-26","2,747.38","2,673.70","2,747.38","2,638.05","28.02K","2.46%"
"2009-3-25","2,681.40","2,728.49","2,756.65","2,681.40","28.92K","-2.27%"
"2009-3-24","2,743.76","2,741.75","2,754.18","2,707.42","32.24K","0.76%"
"2009-3-23","2,723.02","2,669.21","2,726.86","2,661.31","29.67K","1.89%"
"2009-3-20","2,672.45","2,687.11","2,691.37","2,621.49","29.11K","-0.55%"
"2009-3-19","2,687.28","2,629.51","2,687.28","2,623.14","30.03K","2.39%"
"2009-3-18","2,624.44","2,605.72","2,664.28","2,602.20","28.74K","1.13%"
"2009-3-17","2,595.07","2,505.43","2,602.98","2,496.80","25.37K","3.64%"
"2009-3-16","2,503.91","2,455.57","2,503.91","2,439.22","15.76K","1.38%"
"2009-3-13","2,469.92","2,500.24","2,518.58","2,465.36","18.49K","-0.91%"
"2009-3-12","2,492.52","2,468.34","2,500.58","2,403.97","19.39K","0.43%"
"2009-3-11","2,481.96","2,531.02","2,535.80","2,468.95","20.11K","-0.23%"
"2009-3-10","2,487.79","2,399.63","2,487.79","2,394.62","16.38K","2.41%"
"2009-3-9","2,429.33","2,555.46","2,577.17","2,423.76","23.98K","-4.67%"
"2009-3-6","2,548.34","2,524.11","2,570.82","2,510.30","24.53K","-0.64%"
"2009-3-5","2,564.77","2,567.05","2,596.92","2,501.12","31.56K","0.92%"
"2009-3-4","2,541.43","2,411.28","2,543.46","2,411.28","28.49K","5.79%"
"2009-3-3","2,402.44","2,315.22","2,431.08","2,298.41","21.33K","1.16%"
"2009-3-2","2,374.97","2,270.11","2,378.05","2,264.15","18.39K","3.17%"
"2009-2-27","2,302.02","2,411.68","2,425.11","2,279.69","25.19K","-6.50%"
"2009-2-26","2,461.93","2,651.48","2,677.42","2,429.27","31.32K","-7.10%"
"2009-2-25","2,650.18","2,643.36","2,664.37","2,565.99","30.90K","1.07%"
"2009-2-24","2,622.02","2,705.30","2,739.88","2,611.20","37.76K","-4.04%"
"2009-2-23","2,732.42","2,636.37","2,739.55","2,623.31","32.31K","3.36%"
"2009-2-20","2,643.54","2,562.19","2,643.54","2,546.38","27.80K","3.24%"
"2009-2-19","2,560.66","2,524.28","2,564.80","2,504.13","26.44K","2.41%"
"2009-2-18","2,500.36","2,537.83","2,599.27","2,498.67","30.13K","-3.51%"
"2009-2-17","2,591.38","2,684.80","2,689.04","2,587.61","37.18K","-3.82%"
"2009-2-16","2,694.43","2,664.25","2,697.06","2,628.51","40.34K","2.05%"
"2009-2-13","2,640.39","2,556.87","2,642.10","2,549.83","37.43K","3.25%"
"2009-2-12","2,557.24","2,517.74","2,557.24","2,444.54","34.47K","1.83%"
"2009-2-11","2,511.31","2,468.55","2,570.05","2,455.34","40.68K","0.11%"
"2009-2-10","2,508.64","2,430.75","2,508.64","2,406.22","36.28K","2.74%"
"2009-2-9","2,441.64","2,397.06","2,441.80","2,373.06","38.19K","3.12%"
"2009-2-6","2,367.72","2,276.06","2,371.45","2,276.06","33.19K","4.29%"
"2009-2-5","2,270.26","2,294.75","2,309.05","2,248.11","32.33K","-1.17%"
"2009-2-4","2,297.07","2,262.95","2,297.07","2,254.50","29.15K","1.89%"
"2009-2-3","2,254.41","2,193.04","2,254.41","2,189.67","27.05K","2.77%"
"2009-2-2","2,193.69","2,141.82","2,193.69","2,132.45","19.59K","3.36%"
"2009-1-23","2,122.35","2,137.28","2,145.03","2,118.39","17.73K","-0.83%"
"2009-1-22","2,140.16","2,119.53","2,146.83","2,111.99","18.79K","1.53%"
"2009-1-21","2,107.87","2,088.52","2,125.91","2,079.90","17.32K","-0.17%"
"2009-1-20","2,111.39","2,084.22","2,111.39","2,071.22","14.94K","1.24%"
"2009-1-19","2,085.58","2,100.97","2,112.96","2,058.66","18.45K","-0.21%"
"2009-1-16","2,090.02","2,087.21","2,119.18","2,080.11","24.57K","0.49%"
"2009-1-15","2,079.86","2,038.81","2,105.80","2,035.19","24.43K","1.23%"
"2009-1-14","2,054.57","1,965.39","2,054.57","1,965.39","18.43K","4.29%"
"2009-1-13","1,970.03","2,013.75","2,019.69","1,965.64","16.08K","-3.08%"
"2009-1-12","2,032.54","2,005.76","2,061.76","2,001.61","19.32K","1.17%"
"2009-1-9","2,009.10","1,951.42","2,010.87","1,951.42","15.95K","2.93%"
"2009-1-8","1,951.98","1,963.39","1,980.23","1,931.10","16.75K","-2.17%"
"2009-1-7","1,995.19","1,980.76","2,013.32","1,973.60","19.50K","0.62%"
"2009-1-6","1,982.87","1,915.60","1,985.19","1,904.69","19.52K","3.27%"
"2009-1-5","1,920.10","1,856.37","1,920.10","1,853.96","14.01K","4.88%"
"2008-12-31","1,830.82","1,866.63","1,876.47","1,830.01","9.22K","-1.88%"
"2008-12-30","1,865.96","1,870.87","1,894.62","1,855.05","10.50K","-0.40%"
"2008-12-29","1,873.53","1,868.91","1,883.34","1,818.20","9.91K","-0.23%"
"2008-12-26","1,877.90","1,898.48","1,911.88","1,870.09","11.36K","-1.08%"
"2008-12-25","1,898.36","1,900.85","1,925.25","1,857.97","12.99K","0.14%"
"2008-12-24","1,895.66","1,908.52","1,927.88","1,870.43","15.28K","-2.21%"
"2008-12-23","1,938.60","2,080.98","2,080.98","1,937.84","20.36K","-6.59%"
"2008-12-22","2,075.31","2,062.06","2,090.68","2,033.02","18.04K","0.43%"
"2008-12-19","2,066.43","2,049.62","2,090.69","2,045.03","20.91K","0.83%"
"2008-12-18","2,049.50","2,015.31","2,051.61","1,996.36","18.35K","1.69%"
"2008-12-17","2,015.49","1,989.16","2,040.09","1,984.67","20.20K","1.60%"
"2008-12-16","1,983.74","1,943.04","1,986.00","1,890.82","15.17K","1.40%"
"2008-12-15","1,956.29","1,942.35","1,962.30","1,902.66","14.93K","2.09%"
"2008-12-12","1,916.20","1,992.96","2,006.33","1,884.50","20.01K","-4.83%"
"2008-12-11","2,013.36","2,072.23","2,080.40","2,012.19","25.00K","-2.78%"
"2008-12-10","2,070.90","1,985.32","2,072.05","1,985.05","24.83K","3.48%"
"2008-12-9","2,001.22","2,059.82","2,059.82","1,992.43","26.64K","-2.58%"
"2008-12-8","2,054.20","1,992.51","2,054.20","1,988.12","30.24K","4.15%"
"2008-12-5","1,972.41","1,898.73","1,972.93","1,897.00","24.63K","3.12%"
"2008-12-4","1,912.81","1,932.68","1,974.78","1,910.05","31.61K","0.00%"
